YEAR,CLASS,SCIENTIFIC NAME,COMMON NAME,GLOBAL RANK,STATE RANK,FEDERAL STATUS,STATE STATUS,,
2021,Terrestrial Snails,Stenotrema brevipila,Talladega Slitmouth,G2,SNR,,,,
2021,Terrestrial Snails,Stenotrema calvescens,Chattanooga Slitmouth,G3,SNR,,,,
2021,Terrestrial Snails,Stenotrema exodon,Alabama Slitmouth,G2,SNR,,,,
2021,Terrestrial Snails,Stenotrema florida,Appalachicola Slitmouth,G3,SNR,,,,
2021,Terrestrial Snails,Stenotrema magnafumosum,Appalachian Slitmouth,G4,SNR,,,,
2021,Terrestrial Snails,Stenotrema maxillatum,Ridge-lip Slitmouth,G3,SNR,,,,
2021,Terrestrial Snails,Strobilops hubbardi,Flattened Pinecone,G3G4,SNR,,,,
2021,Terrestrial Snails,Succinea forsheyi,Spotted Ambersnail,G4,SNR,,,,
2021,Terrestrial Snails,Succinea greerii,Dryland Ambersnail,G3,SNR,,,,
2021,Terrestrial Snails,Succinea indiana,Xeric Ambersnail,G5,SNR,,,,
2021,Terrestrial Snails,Succinea paralia,Saltmarsh Ambersnail,G2,SNR,,,,
2021,Terrestrial Snails,Succinea unicolor,Squatty Ambersnail,G3G4,SNR,,,,
2021,Terrestrial Snails,Succinea urbana,Urban Ambersnail,G2G3,SNR,,,,
2021,Terrestrial Snails,Triodopsis tennesseensis,Budded Threetooth,G4,SNR,,,,
2021,Terrestrial Snails,Ventridens acerra,Glossy Dome,G4,SNR,,,,
2021,Terrestrial Snails,Ventridens cerinoideus,Wax Dome,G4,SNR,,,,
2021,Terrestrial Snails,Ventridens collisella,Sculptured Dome,G4,SNR,,,,
2021,Terrestrial Snails,Ventridens lasmodon,Hollow Dome,G4,SNR,,,,
2021,Terrestrial Snails,Ventridens lawae,Rounded Dome,G4,SNR,,,,
2021,Terrestrial Snails,Ventridens monodon,Blade Dome,G2,SNR,,,,
2021,Terrestrial Snails,Vertigo alabamensis,Alabama Vertigo,G3,S1S2,,,,
2021,Terrestrial Snails,Vertigo gouldi,Variable Vertigo,G5,S2S3,,,,
2021,Terrestrial Snails,Vertigo rugosula,Striate Vertigo,G4,S1,,,,
2021,Terrestrial Snails,Xolotrema fosteri,Bladetooth Wedge,G5,SNR,,,,
2021,Terrestrial Snails,Xolotrema obstrictum,Sharp Wedge,G4,SNR,,,,
2021,Terrestrial Snails,Zonitoides elliotti,Green Dome,G4,SNR,,,,
2021,Terrestrial Snails,Zonitoides lateumbilicatus,Striate Gloss,G3G4,SNR,,,,
2021,Amphipods,Bactrurus wilsoni,An Amphipod,G1G2,S1,,,,
2021,Amphipods,Crangonyx antennatus,Appalachian Valley Cave Amphipod,G5,S3S5,,,,
2021,Amphipods,Stygobromus alabamensis,"A Cave Obligate
Amphipod",G5,SNR,,,,
2021,Amphipods,Stygobromus dicksoni,"A Cave Obligate
Amphipod",G5,SNR,,,,
2021,Amphipods,Stygobromus exilis,"Central Kentucky Cave
Amphipod",G5,S1,,,,
2021,Amphipods,Stygobromus inexpectatus,"A Cave Obligate
Amphipod",G1,S1,,,,
2021,Amphipods,Stygobromus smithi,Alabama Well Amphipod,G2G3,S1,,,,
2021,Amphipods,Stygobromus vitreus,An Amphipod,G4,SNR,,,,
2021,Crayfish and Shrimp,Barbicambarus simmonsi,Tennessee Bottlebrush Crayfish,G1G2,SNR,,,,
2021,Crayfish and Shrimp,Cambarellus diminutus,Least Crayfish,G3,S2,,,,
2021,Crayfish and Shrimp,Cambarellus lesliei,Angular Dwarf Crawfish,G3,S2,,,,
2021,Crayfish and Shrimp,Cambarellus rotatus,Twisted Dwarf Crayfish,G1,S1,,,,
2021,Crayfish and Shrimp,Cambarellus shufeldtii,Cajun Dwarf Crayfish,G5,S2,,,,
2021,Crayfish and Shrimp,Cambarus acanthura,Thornytail Crayfish,G4G5,S3,,,,
2021,Crayfish and Shrimp,Cambarus bartonii,Appalachian Brook Crayfish,G5,S2,,,,
2021,Crayfish and Shrimp,Cambarus cracens,Slenderclaw Crayfish,G1,S1,LE,,,
2021,Crayfish and Shrimp,Cambarus distans,Boxclaw Crayfish,G5,S1,,,,
2021,Crayfish and Shrimp,Cambarus englishi,Tallapoosa Crayfish,G3,S2,,,,
2021,Crayfish and Shrimp,Cambarus graysoni,Twospot Crayfish,G5,S3,,,,
2021,Crayfish and Shrimp,Cambarus halli,Slackwater Crayfish,G3G4,S3,,,,
2021,Crayfish and Shrimp,Cambarus hamulatus,Prickly Cave Crayfish,G3G4,S2,,,,
2021,Crayfish and Shrimp,Cambarus howardi,Chattahoochee Crayfish,G3,S2,,,,
2021,Crayfish and Shrimp,Cambarus jonesi,Alabama Cave Crayfish,G2,S2,UR,,,
2021,Crayfish and Shrimp,Cambarus laconensis,Lacon Exit Cave Crayfish,G1,S1,,,,
2021,Crayfish and Shrimp,Cambarus longirostris,Longnose Crayfish,G5,S2,,,,
2021,Crayfish and Shrimp,Cambarus ludovicianus,Painted Devil Crayfish,G5,S2,,,,
2021,Crayfish and Shrimp,Cambarus manningi,Greensaddle Crayfish,G4,S2,,,,
2021,Crayfish and Shrimp,Cambarus parvoculus,Mountain Midget Crayfish,G5,S1,,,,
2021,Crayfish and Shrimp,Cambarus pecki,Phantom Cave Crayfish,G1G2,S1S2,,,,
2021,Crayfish and Shrimp,Cambarus polychromatus,Paintedhand Mudbug,G5,S1,,,,
2021,Crayfish and Shrimp,Cambarus pyronotus,Fireback Crayfish,G2,S1,,,,
2021,Crayfish and Shrimp,Cambarus rusticiformis,Depression Crayfish,G5,S1,,,,
2021,Crayfish and Shrimp,Cambarus scotti,Chattooga River Crayfish,G3,S3,,,,
2021,Crayfish and Shrimp,Cambarus speleocoopi,Sweet Home Alabama Cave Crayfish,G1,S1,,,,
2021,Crayfish and Shrimp,Cambarus unestami,Blackbarred Crayfish,G2,S1,,,,
2021,Crayfish and Shrimp,Cambarus veitchorum,White Spring Cave Crayfish,G1,S1,,,,
2021,Crayfish and Shrimp,Creaserinus burrisi,Burrowing Bog Crayfish,G3,S1,,,,
2021,Crayfish and Shrimp,Creaserinus byersi,Lavender Burrowing Crayfish,G4,S2,,,,
2021,Crayfish and Shrimp,Creaserinus danielae,Speckled Burrowing Crayfish,G2,S2,UR,,,
2021,Crayfish and Shrimp,Creaserinus fodiens,Digger Crayfish,G5,S3,,,,
2021,Crayfish and Shrimp,Creaserinus oryktes,Flatwoods Digger,G4,S1,,,,
2021,Crayfish and Shrimp,Dactylocythere arcuata,A Cave Obligate Shrimp,G1G2,S1S2,,,,
2021,Crayfish and Shrimp,Dactylocythere steevesi,A Cave Obligate Shrimp,G4,SNR,,,,
2021,Crayfish and Shrimp,Hobbseus prominens,Prominence Riverlet Crayfish,G4G5,S3,,,,
2021,Crayfish and Shrimp,Lacunicambarus freudensteini,Banded Mudbug,G1,S1,,,,
2021,Crayfish and Shrimp,Lacunicambarus miltus,Rusty Grave Digger,G3,S2,,,,
2021,Crayfish and Shrimp,Lacunicambarus mobilensis,Lonesome Gravedigger,G3,S1,,,,
2021,Crayfish and Shrimp,Orconectes alabamensis,Alabama Crayfish,G5,S3,,,,
2021,Crayfish and Shrimp,Orconectes australis,Southern Cave Crayfish,G5,S3,,,,
2021,Crayfish and Shrimp,Orconectes chickasawae,Chickasaw Crayfish,G5,S2,,,,
2021,Crayfish and Shrimp,Orconectes cooperi,Flint River Crayfish,G1,S1,,,,
2021,Crayfish and Shrimp,Orconectes durelli,Saddle Crayfish,G5,S1,,,,
2021,Crayfish and Shrimp,Orconectes forceps,Surgeon Crayfish,G5,S3,,,,
2021,Crayfish and Shrimp,Orconectes holti,Bimaculate Crayfish,G3Q,S3,,,,
2021,Crayfish and Shrimp,Orconectes jonesi,"Sucarnoochee River
Crayfish",G3,S3,UR,,,
2021,Crayfish and Shrimp,Orconectes lancifer,Shrimp Crayfish,G5,S1,,,,
2021,Crayfish and Shrimp,Orconectes mirus,Wonderful Crayfish,G4,S3,,,,
2021,Crayfish and Shrimp,Orconectes placidus,Bigclaw Crayfish,G5,S2,,,,
2021,Crayfish and Shrimp,Orconectes putnami,Phallic Crayfish,G5,S3,,,,
2021,Crayfish and Shrimp,Orconectes sheltae,Shelta Cave Crayfish,G1,S1,UR,,,
2021,Crayfish and Shrimp,Palaemonias alabamae,Alabama Cave Shrimp,G1,S1,LE,SP,,
2021,Crayfish and Shrimp,Palaemonias sp. 1,Tuscambia Cave Shrimp,G1,S1,,,,
2021,Crayfish and Shrimp,Procambarus bivittatus,Ribbon Crayfish,G5,S3S4,,,,
2021,Crayfish and Shrimp,Procambarus capillatus,Capillaceous Crayfish,G2,S2,,,,
2021,Crayfish and Shrimp,Procambarus clemmeri,Cockscomb Crayfish,G5,S2,,,,
2021,Crayfish and Shrimp,Procambarus escambiensis,Escambia Crayfish,G2,S1,,,,
2021,Crayfish and Shrimp,Procambarus evermanni,Panhandle Crayfish,G4,S3,,,,
2021,Crayfish and Shrimp,Procambarus hagenianus hagenianus,Southeastern Prairie Crayfish,G4G5T4,S1,,,,
2021,Crayfish and Shrimp,Procambarus hayi,Straightedge Crayfish,G5,S1,,,,
2021,Crayfish and Shrimp,Procambarus hubbelli,Jackknife Crayfish,G4,S2,,,,
2021,Crayfish and Shrimp,Procambarus hybus,Smoothnose Crayfish,G5,S3,,,,
2021,Crayfish and Shrimp,Procambarus lagniappe,Lagniappe Crayfish,G2,S1,,,,
2021,Crayfish and Shrimp,Procambarus lecontei,Mobile Crayfish,G3G4,S3,,,,
2021,Crayfish and Shrimp,Procambarus lewisi,Spur Crayfish,G4,S3,,,,
2021,Crayfish and Shrimp,Procambarus marthae,Crisscross Crayfish,G3,S2,,,,
2021,Crayfish and Shrimp,Procambarus okaloosae,Okaloosa Crayfish,G4,S2,,,,
2021,Crayfish and Shrimp,Procambarus paeninsulanus,Peninsula Crayfish,G5,S2,,,,
2021,Crayfish and Shrimp,Procambarus penni,Pearl Blackwater Crayfish,G3,S2,,,,
2021,Crayfish and Shrimp,Procambarus planirostris,Flatnose Crayfish,G4,SNR,,,,
2021,Crayfish and Shrimp,Procambarus shermani,Gulf Crayfish,G4,S2,,,,
2021,Crayfish and Shrimp,Procambarus suttkusi,Choctawhatchee Crayfish,G3G4,S3,,,,
2021,Crayfish and Shrimp,Procambarus viaeviridis,Vernal Crayfish,G5,S1,,,,
2021,Crayfish and Shrimp,Procambarus vioscai paynei,Payne's Creek Crayfish,G5T4,S3,,,,
2021,Isopods,Caecidotea alabamensis,A Cave Obligate Isopod,G3G4,S1S2,,,,
2021,Isopods,Caecidotea richardsonae,Tennessee Valley Cave Isopod,G5,SNR,,,,
2021,Isopods,Caecidotea bicrenata bicrenata,A Cave Obligate Isopod,G5T3T4,SNR,,,,
2021,Isopods,Miktoniscus medcofi,A Cave Isopod,GNR,SNR,,,,
2021,Arachnids,Alabamocreagris mortis,A Cave Obligate Pseudoscorpion,G1G2,S1S2,,,,
2021,Arachnids,Alabamocreagris pecki,A Cave Obligate Pseudoscorpion,G1G2,S1S2,,,,
2021,Arachnids,Anahita punctulata,Southeastern Wandering Spider,G4,SNR,,,,
2021,Arachnids,Aphrastochthonius pecki,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Aphrastochthonius tenax,A Cave Obligate Pseudoscorpion,G1G2,S1S2,,,,
2021,Arachnids,Apochthonius russelli,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Appaleptoneta barrowsi,A Cave Spider,G1,S1,,,,
2021,Arachnids,Appaleptoneta credula,A Cave Spider,G1,S1,,,,
2021,Arachnids,Appaleptoneta jonesi,A Cave Spider,G1,S1,,,,
2021,Arachnids,Bishopella jonesi,A Cave Obligate Harvestman,G1,S1,,,,
2021,Arachnids,Cicurina minima,Cave Spider,GNR,SNR,,,,
2021,Arachnids,Cicurina wiltoni,A Cave Obligate Spider,G1,S1,,,,
2021,Arachnids,Hesperonemastoma pallidimaculosa,A Cave Obligate Harvestman,G3,S1?,,,,
2021,Arachnids,Islandiana muma,A Cave Spider,G1G2,S1,,,,
2021,Arachnids,Liocranoides archeri,Archer's Two-clawed Spider,G2,S2,,,,
2021,Arachnids,Lissocreagris persephone,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Lissocreagris pluto,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Lissocreagris subatlantica,A Pseudoscorpion,G2G4,S1S2,,,,
2021,Arachnids,Maymena ambita,Minute Cave Spider,GNR,SH,,,,
2021,Arachnids,Microcreagris eurydice,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Microcreagris nickajackensis,A Cave Obligate Pseudoscorpion,G1G2,S1S2,,,,
2021,Arachnids,Minicreagris pumila,A Pseudoscorpion,GNR,S1S2,,,,
2021,Arachnids,Neoleptoneta alabama,A Cave Spider,GNR,S1S2,,,,
2021,Arachnids,Neoleptoneta archeri,A Spider,GNR,S1?,,,,
2021,Arachnids,Neoleptoneta blanda,A Cave Spider,GNR,SH,,,,
2021,Arachnids,Neoleptoneta serena,A Cave Obligate Spider,G1G2,S1S2,,,,
2021,Arachnids,Nesticus barri,A Cave Obligate Spider,G3,S3,,,,
2021,Arachnids,Nesticus jonesi,Cave Spring Cave Spider,G1,S1,,,,
2021,Arachnids,Novobisium ingratum,A Pseudoscorpion,GNR,S1,,,,
2021,Arachnids,Phalangodes appalachius,A Cave Obligate Harvestman,G3G4,SNR,,,,
2021,Arachnids,Trisetobisium fallax,A Pseudoscorpion,GNR,S1,,,,
2021,Arachnids,Tyrannochthonius alabamensis,A Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius aladdinensis,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius aralu,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius archeri,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius attenuatus,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius avernicolus,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius barri,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius binoculatus,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius chamberlini,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius charon,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius diabolus,A Cave Obligate Pseudoscorpion,G1G2,S1S2,,,,
2021,Arachnids,Tyrannochthonius erebicus,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius felix,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius floridensis,A Pseudoscorpion,G1G2,S1S2,,,,
2021,Arachnids,Tyrannochthonius gnomus,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius halopotamus,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius infernalis,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius jonesi,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius nergal,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius orpheus,A Cave Obligate Pseudoscorpion,G1G2,S1S2,,,,
2021,Arachnids,Tyrannochthonius osiris,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius parvus,A Cave Obligate Pseudoscorpion,G1G2,S1S2,,,,
2021,Arachnids,Tyrannochthonius pecki,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius pholeter,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius pluto,A Cave Obligate Pseudoscorpion,G1G2,S1S2,,,,
2021,Arachnids,Tyrannochthonius satan,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius sheltae,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius skeletonis,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius stygius,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius tartarus,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius tenuis,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,Arachnids,Tyrannochthonius torodei,A Cave Obligate Pseudoscorpion,G1,S1,,,,
2021,"Diplurans, Springtails and Proturans",Arrhopalites pygmaeus,A Springtail,GNR,S2,,,,
2021,"Diplurans, Springtails and Proturans",Arrhopalites whitesidei,A Springtail,GNR,S1,,,,
2021,"Diplurans, Springtails and Proturans",Folsomia candida,A Springtail,GNR,S1,,,,
2021,"Diplurans, Springtails and Proturans",Folsomia sp. 1,A Springtail,GNR,S1,,,,
2021,"Diplurans, Springtails and Proturans",Hypogastrura denticulata,A Springtail,GNR,S1,,,,
2021,"Diplurans, Springtails and Proturans",Litocampa cookei,A Dipluran,G5,S1,,,,
2021,"Diplurans, Springtails and Proturans",Litocampa henroti,A Hexapod,G1G2,S1,,,,
2021,"Diplurans, Springtails and Proturans",Litocampa sp. 1,A Cave Dipluran (Salamander Cave),G1,S1,,,,
2021,"Diplurans, Springtails and Proturans",Onychiurus janus,A Cave Obligate Springtail,G2G3,S1,,,,
2021,"Diplurans, Springtails and Proturans",Onychiurus paro,A Cave Obligate Springtail,G1,S1,,,,
2021,"Diplurans, Springtails and Proturans",Pseudosinella argentea,A Springtail,GNR,S1,,,,
2021,"Diplurans, Springtails and Proturans",Pseudosinella christianseni,A Cave Obligate Springtail,G5,S2,,,,
2021,"Diplurans, Springtails and Proturans",Pseudosinella collina,A Springtail,GNR,S1,,,,
2021,"Diplurans, Springtails and Proturans",Pseudosinella folsomi,A Springtail,GNR,S1,,,,
2021,"Diplurans, Springtails and Proturans",Pseudosinella nata,A Cave Obligate Springtail,G1,S1,,,,
2021,"Diplurans, Springtails and Proturans",Pseudosinella pecki,A Cave Obligate Springtail,G2G3,S1,,,,
2021,"Diplurans, Springtails and Proturans",Pseudosinella violenta,A Springtail,GNR,S1,,,,
2021,"Diplurans, Springtails and Proturans",Schaefferia alabamensis,A Cave Obligate Springtail,G1G2,S1,,,,
2021,"Diplurans, Springtails and Proturans",Schaefferia christianseni,A Cave Obligate Springtail,G1,S1,,,,
2021,"Diplurans, Springtails and Proturans",Sinella barri,A Springtail,G5,S1,,,,
2021,"Diplurans, Springtails and Proturans",Sinella caeca,A Springtail,GNR,S1,,,,
2021,"Diplurans, Springtails and Proturans",Tomocerus bidentatus,A Springtail,GNR,S2,,,,
2021,"Diplurans, Springtails and Proturans",Tomocerus dubius,A Springtail,GNR,S1,,,,
2021,"Diplurans, Springtails and Proturans",Tomocerus flavescens,A Springtail,G5?,S1,,,,
2021,"Diplurans, Springtails and Proturans",Tomocerus lamelliferus,A Springtail,GNR,S1,,,,
2021,Insects,Agapetus alabamensis,Caddisfly,G1,S1,,,,
2021,Insects,Agapetus gelbae,Caddisfly,G3,S1,,,,
2021,Insects,Agapetus hessi,Caddisfly,G4G5,S1,,,,
2021,Insects,Agapetus iridis,Caddisfly,G5,S1,,,,
2021,Insects,Agapetus spinosus,Caddisfly,G2,S1,,,,
2021,Insects,Agapetus tomus,A Caddisfly,G5,S1S2,,,,
2021,Insects,Agarodes alabamensis,Caddisfly,G1,S1,,,,
2021,Insects,Agarodes griseus,A Caddisfly,G5,S1S2,,,,
2021,Insects,Agarodes stannardi,Stannard's Agarodes Caddisfly,G2,S2,,,,
2021,Insects,Agarodes tuskaloosa,A Caddisfly,G1G3,S1S3,,,,
2021,Insects,Agrypnia improba,Caddisfly,G5,S1,,,,
2021,Insects,Agrypnia vestita,Caddisfly,G5,S2,,,,
2021,Insects,Allocapnia sano,Sano Snowfly,G1,S1,,,,
2021,Insects,Amblyscirtes alternata,Dusky Roadside-skipper,G2G3,S2S3,,,,
2021,Insects,Amphinemura alabama,A Stonefly,G3,S2,,,,
2021,Insects,Amphinemura mockfordi,,G2,S1,UR,,,
2021,Insects,Anillinus valentinei,A Cave Obligate Beetle,G3G4,S1,,,,
2021,Insects,Argia plana,Springwater Dancer,G5,S1,,,,
2021,Insects,Arianops ashei,A Beetle,GNR,S1,,,,
2021,Insects,Arianops barri,A Beetle,GNR,S1,,,,
2021,Insects,Arianops cavernensis,A Cave Obligate Beetle,GNR,S1,,,,
2021,Insects,Arianops clintoni,A Beetle,GNR,S1,,,,
2021,Insects,Arianops extera,A Beetle,GNR,S1,,,,
2021,Insects,Arianops folkertsi,A Beetle,GNR,S1,,,,
2021,Insects,Arianops kingi,A Beetle,GNR,S1,,,,
2021,Insects,Arianops steevesi,A Cave Obligate Beetle,GNR,S1,,,,
2021,Insects,Atheta alabama,A Beetle,GNR,S1,,,,
2021,Insects,Atheta lucifuga,Light Shunning Rove Beetle,G4,S2,,,,
2021,Insects,Atrytone arogos arogos,Arogos Skipper,G2G3T1T2,SH,,,,
2021,Insects,Autochton cellus,Golden-banded Skipper,G4,S2,,,,
2021,Insects,Baetisca becki,A Mayfly,G2G3,S1,,,,
2021,Insects,Banksiola concatenata,Caddisfly,G5,S1,,,,
2021,Insects,Batriasymmodes spelaeus,A Cave Obligate Beetle,G3G4,S3,,,,
2021,Insects,Batriasymmodes troglodytes,A Beetle,G1G2,S1,,,,
2021,Insects,Batrisodes cavernosus,A Cave Obligate Beetle,G1,S1,,,,
2021,Insects,Batrisodes jocuvestus,A Cave Obligate Beetle,G1,S1,,,,
2021,Insects,Batrisodes jonesi,A Cave Obligate Beetle,G2G3,S2S3,,,,
2021,Insects,Batrisodes lineaticollis,A Beetle,G5,S1,,,,
2021,Insects,Batrisodes profundus,A Cave Obligate Beetle,G1G2,S1S2,,,,
2021,Insects,Batrisodes specus,A Cave Obligate Beetle,G3G4,S2,,,,
2021,Insects,Batrisodes subterraneus,A Cave Obligate Beetle,G1,S1,,,,
2021,Insects,Batrisodes tumoris,A Beetle,G1,S1,,,,
2021,Insects,Batrisodes valentinei,A Cave Obligate Beetle,G2G4,S2,,,,
2021,Insects,Beloneuria jamesae,Cheaha Beloneurian Stonefly,G1G2,S1S2,,,,
2021,Insects,Brachycentrus chelatus,Caddisfly,G4,S1,,,,
2021,Insects,Brachycentrus nigrosoma,Caddisfly,G5,S1,,,,
2021,Insects,Brachycentrus numerosus,Caddisfly,G5,S1,,,,
2021,Insects,Callophrys hesseli,Hessel's Hairstreak,G3,SNR,,,,
2021,Insects,Callophrys irus,Frosted Elfin,G2G3,SU,,,,
2021,Insects,Catops gratiosa,A Beetle,G5,S2,,,,
2021,Insects,Ceraclea alabamae,A Caddisfly,G1G3,S1,,,,
2021,Insects,Ceraclea alces,Caddisfly,G4,S1,,,,
2021,Insects,Ceraclea neffi,A Caddisfly,G5,S1,,,,
2021,Insects,Ceraclea resurgens,Caddisfly,G5,S1,,,,
2021,Insects,Cernotina truncona,Florida Cernotinan Caddisfly,G4,S1,,,,
2021,Insects,Ceuthophilus latens,A Camel Cricket,GNR,S1,,,,
2021,Insects,Ceuthophilus stygius,A Cricket,GNR,S2,,,,
2021,Insects,Cheumatopsyche bibbensis,Caddisfly,G1,S1,,,,
2021,Insects,Cheumatopsyche cahaba,Caddisfly,G1,S1,,,,
2021,Insects,Cheumatopsyche ela,A Caddisfly,G5,S2,,,,
2021,Insects,Cheumatopsyche gracilis,A Caddisfly,G5,S2,,,,
2021,Insects,Cheumatopsyche harwoodi,Caddisfly,G5,S2,,,,
2021,Insects,Cheumatopsyche helma,Helma's Cheumatopsyche Caddisfly,G3,S1,,,,
2021,Insects,Cheumatopsyche kinlockensis,A Caddisfly,G1,S1,,,,
2021,Insects,Chimarra augusta,Caddisfly,G3G4,S1,,,,
2021,Insects,Chimarra falculata,Caddisfly,G3G4,S1,,,,
2021,Insects,Chimarra socia,Caddisfly,G5,S1,,,,
2021,Insects,Chlosyne gorgone gorgone,Gorgone Checkerspot,G5T2T3Q,S1,,,,
2021,Insects,Cicindela blanda,Sandbar Tiger Beetle,G3G4,SNR,,,,
2021,Insects,Cicindela dorsalis saulcyi,Eastern Beach Tiger Beetle,G3G4T2T3,SNR,,,,
2021,Insects,Cicindela hamata lacerata,Coastal Tiger Beetle,G5T5,SNR,,,,
